player,born,nation,positions,team_count,league_count,season_count,teams,leagues,seasons,player_id,matched_name,match_type,matched_flag,join_player,born_int
Papu Gómez,1988.0,ARG,"FW,MF, MF, MF,FW",3,2,6,"Atalanta, Monza, Sevilla","ESP-La Liga, ITA-Serie A","2018-19, 2019-20, 2020-21, 2021-22, 2022-23, 2023-24",20005.0,Papu Gómez,exact_name_plus_birth_year,True,papu gómez,1988
Papy Djilobodji,1988.0,SEN,DF,1,1,1,Guingamp,FRA-Ligue 1,2018-19,136610.0,Papy Djilobodji,exact_name_plus_birth_year,True,papy djilobodji,1988
Paris Brunner,2006.0,GER,FW,1,1,1,Dortmund,GER-Bundesliga,2023-24,918414.0,Paris Brunner,exact_name_plus_birth_year,True,paris brunner,2006
Pascal Groß,1991.0,GER,"MF, MF,DF, MF,FW",1,1,6,Brighton,ENG-Premier League,"2018-19, 2019-20, 2020-21, 2021-22, 2022-23, 2023-24",82873.0,Pascal Groß,exact_name_plus_birth_year,True,pascal groß,1991
Pascal Klemens,2005.0,GER,DF,1,1,1,Hertha BSC,GER-Bundesliga,2022-23,820261.0,Pascal Klemens,exact_name_plus_birth_year,True,pascal klemens,2005
Pascal Köpke,1995.0,GER,FW,1,1,2,Hertha BSC,GER-Bundesliga,"2018-19, 2019-20",193877.0,Pascal Köpke,exact_name_plus_birth_year,True,pascal köpke,1995
Pascal Stenzel,1996.0,GER,"DF, DF,MF",2,1,5,"Freiburg, Stuttgart",GER-Bundesliga,"2018-19, 2020-21, 2021-22, 2022-23, 2023-24",195246.0,Pascal Stenzel,exact_name_plus_birth_year,True,pascal stenzel,1996
Pascal Struijk,1999.0,NED,"DF, DF,MF",1,1,3,Leeds United,ENG-Premier League,"2020-21, 2021-22, 2022-23",410708.0,Pascal Struijk,exact_name_plus_birth_year,True,pascal struijk,1999
Pascu,2003.0,ESP,FW,1,1,2,Villarreal,ESP-La Liga,"2022-23, 2023-24",,,,False,pascu,2003
Pasquale Allocca,2005.0,ITA,GK,1,1,2,Salernitana,ITA-Serie A,"2022-23, 2023-24",901980.0,Pasquale Allocca,exact_name_plus_birth_year,True,pasquale allocca,2005
Pasquale Mazzocchi,1995.0,ITA,"DF, DF,MF, MF, MF,DF",3,1,3,"Napoli, Salernitana, Venezia",ITA-Serie A,"2021-22, 2022-23, 2023-24",250153.0,Pasquale Mazzocchi,exact_name_plus_birth_year,True,pasquale mazzocchi,1995
Pasquale Schiattarella,1987.0,ITA,MF,2,1,2,"Benevento, SPAL",ITA-Serie A,"2018-19, 2020-21",56762.0,Pasquale Schiattarella,exact_name_plus_birth_year,True,pasquale schiattarella,1987
Pathé Ciss,1994.0,SEN,MF,1,1,3,Rayo Vallecano,ESP-La Liga,"2021-22, 2022-23, 2023-24",525578.0,Pathé Ciss,exact_name_plus_birth_year,True,pathé ciss,1994
Patric,1993.0,ESP,"DF, DF,MF",1,1,6,Lazio,ITA-Serie A,"2018-19, 2019-20, 2020-21, 2021-22, 2022-23, 2023-24",126729.0,Patric,exact_name_plus_birth_year,True,patric,1993
Patric Klandt,1983.0,GER,GK,1,1,1,Nürnberg,GER-Bundesliga,2018-19,2154.0,Patric Klandt,exact_name_plus_birth_year,True,patric klandt,1983
Patric Pfeiffer,1999.0,GHA,DF,1,1,1,Augsburg,GER-Bundesliga,2023-24,391742.0,Patric Pfeiffer,exact_name_plus_birth_year,True,patric pfeiffer,1999
Patrick Bamford,1993.0,ENG,FW,1,1,3,Leeds United,ENG-Premier League,"2020-21, 2021-22, 2022-23",183334.0,Patrick Bamford,exact_name_plus_birth_year,True,patrick bamford,1993
Patrick Berg,1997.0,NOR,"DF,MF, MF",1,1,2,Lens,FRA-Ligue 1,"2021-22, 2022-23",308439.0,Patrick Berg,exact_name_plus_birth_year,True,patrick berg,1997
Patrick Burner,1996.0,MTQ,"DF, DF,MF",2,1,3,"Nice, Nîmes",FRA-Ligue 1,"2018-19, 2019-20, 2020-21",444725.0,Patrick Burner,exact_name_plus_birth_year,True,patrick burner,1996
Patrick Ciurria,1995.0,ITA,MF,1,1,2,Monza,ITA-Serie A,"2022-23, 2023-24",255838.0,Patrick Ciurria,exact_name_plus_birth_year,True,patrick ciurria,1995
Patrick Cutrone,1998.0,ITA,FW,5,3,4,"Empoli, Fiorentina, Milan, Valencia, Wolves","ENG-Premier League, ESP-La Liga, ITA-Serie A","2018-19, 2019-20, 2020-21, 2021-22",265078.0,Patrick Cutrone,exact_name_plus_birth_year,True,patrick cutrone,1998
Patrick Dorgu,2004.0,DEN,"MF,DF",1,1,1,Lecce,ITA-Serie A,2023-24,926952.0,Patrick Dorgu,exact_name_plus_birth_year,True,patrick dorgu,2004
Patrick Enrici,2001.0,ITA,DF,1,1,1,Torino,ITA-Serie A,2019-20,487633.0,Patrick Enrici,exact_name_plus_birth_year,True,patrick enrici,2001
Patrick Erras,1995.0,GER,"DF,MF, MF",2,1,2,"Nürnberg, Werder Bremen",GER-Bundesliga,"2018-19, 2020-21",193859.0,Patrick Erras,exact_name_plus_birth_year,True,patrick erras,1995
Patrick Herrmann,1991.0,GER,"FW,MF, MF, MF,FW",1,1,6,Gladbach,GER-Bundesliga,"2018-19, 2019-20, 2020-21, 2021-22, 2022-23, 2023-24",32711.0,Patrick Herrmann,exact_name_plus_birth_year,True,patrick herrmann,1991
Patrick Kammerbauer,1997.0,GER,"DF,MF",1,1,1,Freiburg,GER-Bundesliga,2018-19,227087.0,Patrick Kammerbauer,exact_name_plus_birth_year,True,patrick kammerbauer,1997
Patrick Leal,2003.0,USA,MF,1,1,1,Venezia,ITA-Serie A,2021-22,623872.0,Patrick Leal,exact_name_plus_birth_year,True,patrick leal,2003
Patrick Mainka,1994.0,GER,DF,1,1,1,Heidenheim,GER-Bundesliga,2023-24,133731.0,Patrick Mainka,exact_name_plus_birth_year,True,patrick mainka,1994
Patrick Osterhage,2000.0,GER,MF,1,1,3,Bochum,GER-Bundesliga,"2021-22, 2022-23, 2023-24",443331.0,Patrick Osterhage,exact_name_plus_birth_year,True,patrick osterhage,2000
Patrick Ouotro,2005.0,CIV,FW,1,1,1,Strasbourg,FRA-Ligue 1,2023-24,1099652.0,Patrick Ouotro,exact_name_plus_birth_year,True,patrick ouotro,2005
Patrick Pentz,1997.0,AUT,GK,2,2,1,"Leverkusen, Reims","FRA-Ligue 1, GER-Bundesliga",2022-23,223972.0,Patrick Pentz,exact_name_plus_birth_year,True,patrick pentz,1997
Patrick Roberts,1997.0,ENG,"FW,MF, MF",3,3,3,"Girona, Norwich City, Troyes","ENG-Premier League, ESP-La Liga, FRA-Ligue 1","2018-19, 2019-20, 2021-22",225452.0,Patrick Roberts,exact_name_plus_birth_year,True,patrick roberts,1997
Patrick Sequeira,1999.0,CRC,GK,1,1,1,Celta Vigo,ESP-La Liga,2020-21,378482.0,Patrick Sequeira,exact_name_plus_birth_year,True,patrick sequeira,1999
Patrick Twumasi,1994.0,GHA,"FW,MF",1,1,1,Alavés,ESP-La Liga,2018-19,188651.0,Patrick Twumasi,exact_name_plus_birth_year,True,patrick twumasi,1994
Patrick Wimmer,2001.0,AUT,"MF,FW",2,1,3,"Arminia, Wolfsburg",GER-Bundesliga,"2021-22, 2022-23, 2023-24",533295.0,Patrick Wimmer,exact_name_plus_birth_year,True,patrick wimmer,2001
Patrick van Aanholt,1990.0,NED,DF,1,1,3,Crystal Palace,ENG-Premier League,"2018-19, 2019-20, 2020-21",52119.0,Patrick van Aanholt,exact_name_plus_birth_year,True,patrick van aanholt,1990
Patrik Gunnarsson,2000.0,ISL,GK,1,1,1,Brentford,ENG-Premier League,2021-22,429563.0,Patrik Gunnarsson,exact_name_plus_birth_year,True,patrik gunnarsson,2000
Patrik Schick,1996.0,CZE,"FW, FW,MF",3,2,6,"Leverkusen, RB Leipzig, Roma","GER-Bundesliga, ITA-Serie A","2018-19, 2019-20, 2020-21, 2021-22, 2022-23, 2023-24",242086.0,Patrik Schick,exact_name_plus_birth_year,True,patrik schick,1996
Patson Daka,1998.0,ZAM,FW,1,1,2,Leicester City,ENG-Premier League,"2021-22, 2022-23",365172.0,Patson Daka,exact_name_plus_birth_year,True,patson daka,1998
Pau Cubarsí,2007.0,ESP,DF,1,1,1,Barcelona,ESP-La Liga,2023-24,962110.0,Pau Cubarsí,exact_name_plus_birth_year,True,pau cubarsí,2007
Pau Ferrer,2003.0,ESP,FW,1,1,1,Las Palmas,ESP-La Liga,2023-24,940462.0,Pau Ferrer,exact_name_plus_birth_year,True,pau ferrer,2003
Pau López,1994.0,ESP,GK,3,3,6,"Marseille, Real Betis, Roma","ESP-La Liga, FRA-Ligue 1, ITA-Serie A","2018-19, 2019-20, 2020-21, 2021-22, 2022-23, 2023-24",286415.0,Pau López,exact_name_plus_birth_year,True,pau lópez,1994
Pau Martínez,2000.0,ESP,FW,1,1,1,Osasuna,ESP-La Liga,2021-22,366931.0,Pau Martínez,exact_name_plus_birth_year,True,pau martínez,2000
Pau Mascaró,2004.0,ESP,FW,1,1,1,Mallorca,ESP-La Liga,2023-24,947460.0,Pau Mascaró,exact_name_plus_birth_year,True,pau mascaró,2004
Pau Prim,2006.0,ESP,MF,1,1,2,Barcelona,ESP-La Liga,"2022-23, 2023-24",937956.0,Pau Prim,exact_name_plus_birth_year,True,pau prim,2006
Pau Torres,1997.0,ESP,DF,2,2,5,"Aston Villa, Villarreal","ENG-Premier League, ESP-La Liga","2019-20, 2020-21, 2021-22, 2022-23, 2023-24",399776.0,Pau Torres,exact_name_plus_birth_year,True,pau torres,1997
Pau Victor,2001.0,ESP,FW,2,1,2,"Barcelona, Girona",ESP-La Liga,"2022-23, 2023-24",707572.0,Pau Víctor,exact_name_plus_birth_year,True,pau victor,2001
Paul Akouokou,1997.0,CIV,"MF, MF,DF",2,2,5,"Lyon, Real Betis","ESP-La Liga, FRA-Ligue 1","2018-19, 2020-21, 2021-22, 2022-23, 2023-24",429901.0,Paul Akouokou,exact_name_plus_birth_year,True,paul akouokou,1997
Paul Argney,2006.0,FRA,GK,1,1,1,Le Havre,FRA-Ligue 1,2023-24,988275.0,Paul Argney,exact_name_plus_birth_year,True,paul argney,2006
Paul Baysse,1988.0,FRA,DF,2,1,4,"Bordeaux, Caen",FRA-Ligue 1,"2018-19, 2019-20, 2020-21, 2021-22",43256.0,Paul Baysse,exact_name_plus_birth_year,True,paul baysse,1988
Paul Bellon,2000.0,FRA,MF,1,1,1,Lorient,FRA-Ligue 1,2022-23,804550.0,Paul Bellon,exact_name_plus_birth_year,True,paul bellon,2000
Paul Bernardoni,1997.0,FRA,GK,3,1,5,"Angers, Nîmes, Saint-Étienne",FRA-Ligue 1,"2018-19, 2019-20, 2020-21, 2021-22, 2022-23",318507.0,Paul Bernardoni,exact_name_plus_birth_year,True,paul bernardoni,1997
Paul Delecroix,1988.0,FRA,GK,1,1,2,Metz,FRA-Ligue 1,"2019-20, 2020-21",81543.0,Paul Delecroix,exact_name_plus_birth_year,True,paul delecroix,1988
Paul Dummett,1991.0,WAL,DF,1,1,6,Newcastle United,ENG-Premier League,"2018-19, 2019-20, 2020-21, 2021-22, 2022-23, 2023-24",170321.0,Paul Dummett,exact_name_plus_birth_year,True,paul dummett,1991
Paul Grave,2001.0,GER,GK,1,1,1,Bochum,GER-Bundesliga,2021-22,452192.0,Paul Grave,exact_name_plus_birth_year,True,paul grave,2001
Paul Jaeckel,1998.0,GER,DF,1,1,3,Union Berlin,GER-Bundesliga,"2021-22, 2022-23, 2023-24",284248.0,Paul Jaeckel,exact_name_plus_birth_year,True,paul jaeckel,1998
Paul Joly,2000.0,FRA,DF,1,1,1,Auxerre,FRA-Ligue 1,2022-23,806168.0,Paul Joly,exact_name_plus_birth_year,True,paul joly,2000
Paul Lasne,1989.0,FRA,MF,2,1,4,"Brest, Montpellier",FRA-Ligue 1,"2018-19, 2019-20, 2020-21, 2021-22",93726.0,Paul Lasne,exact_name_plus_birth_year,True,paul lasne,1989
Paul Nardi,1994.0,FRA,GK,1,1,3,Lorient,FRA-Ligue 1,"2020-21, 2021-22, 2022-23",189744.0,Paul Nardi,exact_name_plus_birth_year,True,paul nardi,1994
Paul Nebel,2002.0,GER,"FW,MF, MF",1,1,2,Mainz 05,GER-Bundesliga,"2020-21, 2021-22",503160.0,Paul Nebel,exact_name_plus_birth_year,True,paul nebel,2002
Paul Onuachu,1994.0,NGA,FW,1,1,1,Southampton,ENG-Premier League,2022-23,272855.0,Paul Onuachu,exact_name_plus_birth_year,True,paul onuachu,1994
Paul Pogba,1993.0,FRA,"FW, MF",2,2,6,"Juventus, Manchester Utd","ENG-Premier League, ITA-Serie A","2018-19, 2019-20, 2020-21, 2021-22, 2022-23, 2023-24",122153.0,Paul Pogba,exact_name_plus_birth_year,True,paul pogba,1993
Paul Seguin,1995.0,GER,MF,2,1,2,"Greuther Fürth, Union Berlin",GER-Bundesliga,"2021-22, 2022-23",183780.0,Paul Seguin,exact_name_plus_birth_year,True,paul seguin,1995
Paul Verhaegh,1983.0,NED,DF,1,1,1,Wolfsburg,GER-Bundesliga,2018-19,18021.0,Paul Verhaegh,exact_name_plus_birth_year,True,paul verhaegh,1983
Paul Wade,2000.0,FRA,DF,1,1,2,Nice,FRA-Ligue 1,"2018-19, 2020-21",696851.0,Paul Wade,exact_name_plus_birth_year,True,paul wade,2000
Paul Wanner,2005.0,AUT,MF,1,1,2,Bayern Munich,GER-Bundesliga,"2021-22, 2022-23",900909.0,Paul Wanner,exact_name_plus_birth_year,True,paul wanner,2005
Paul Will,1999.0,GER,MF,1,1,2,Bayern Munich,GER-Bundesliga,"2018-19, 2019-20",356640.0,Paul Will,exact_name_plus_birth_year,True,paul will,1999
Paulinho,2000.0,BRA,"FW, FW,MF, MF",1,1,5,Leverkusen,GER-Bundesliga,"2018-19, 2019-20, 2020-21, 2021-22, 2022-23",428791.0,Paulinho,exact_name_plus_birth_year,True,paulinho,2000
Paulino,1997.0,ESP,MF,1,1,2,Alavés,ESP-La Liga,"2018-19, 2019-20",,,,False,paulino,1997
Paulo Azzi,1994.0,BRA,"MF,DF",1,1,1,Cagliari,ITA-Serie A,2023-24,310527.0,Paulo Azzi,exact_name_plus_birth_year,True,paulo azzi,1994
Paulo Dybala,1993.0,ARG,"FW, FW,MF, MF,FW",2,1,6,"Juventus, Roma",ITA-Serie A,"2018-19, 2019-20, 2020-21, 2021-22, 2022-23, 2023-24",206050.0,Paulo Dybala,exact_name_plus_birth_year,True,paulo dybala,1993
Paulo Gazzaniga,1992.0,ARG,GK,3,2,5,"Elche, Girona, Tottenham Hotspur","ENG-Premier League, ESP-La Liga","2018-19, 2019-20, 2020-21, 2022-23, 2023-24",195488.0,Paulo Gazzaniga,exact_name_plus_birth_year,True,paulo gazzaniga,1992
Paulo Oliveira,1992.0,POR,DF,1,1,3,Eibar,ESP-La Liga,"2018-19, 2019-20, 2020-21",139336.0,Paulo Oliveira,exact_name_plus_birth_year,True,paulo oliveira,1992
Paulo Otávio,1994.0,BRA,"DF, MF,DF",1,1,4,Wolfsburg,GER-Bundesliga,"2019-20, 2020-21, 2021-22, 2022-23",221611.0,Paulo Otávio,exact_name_plus_birth_year,True,paulo otávio,1994
Pavao Pervan,1987.0,AUT,GK,1,1,6,Wolfsburg,GER-Bundesliga,"2018-19, 2019-20, 2020-21, 2021-22, 2022-23, 2023-24",51977.0,Pavao Pervan,exact_name_plus_birth_year,True,pavao pervan,1987
Pavel Kadeřábek,1992.0,CZE,"MF, MF,DF",1,1,6,Hoffenheim,GER-Bundesliga,"2018-19, 2019-20, 2020-21, 2021-22, 2022-23, 2023-24",143798.0,Pavel Kaderabek,exact_name_plus_birth_year,True,pavel kadeřábek,1992
Paweł Dawidowicz,1995.0,POL,DF,1,1,5,Hellas Verona,ITA-Serie A,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",248732.0,Paweł Dawidowicz,exact_name_plus_birth_year,True,paweł dawidowicz,1995
Paweł Jaroszyński,1994.0,POL,"DF, DF,MF",2,1,3,"Chievo, Salernitana",ITA-Serie A,"2018-19, 2021-22, 2022-23",287600.0,Paweł Jaroszyński,exact_name_plus_birth_year,True,paweł jaroszyński,1994
Paweł Wszołek,1992.0,POL,"DF,MF",1,1,1,Union Berlin,GER-Bundesliga,2021-22,164759.0,Paweł Wszołek,exact_name_plus_birth_year,True,paweł wszołek,1992
Paxten Aaronson,2003.0,USA,MF,1,1,2,Eintracht Frankfurt,GER-Bundesliga,"2022-23, 2023-24",795738.0,Paxten Aaronson,exact_name_plus_birth_year,True,paxten aaronson,2003
Pedri,2002.0,ESP,"MF, MF,FW",1,1,4,Barcelona,ESP-La Liga,"2020-21, 2021-22, 2022-23, 2023-24",683840.0,Pedri,exact_name_plus_birth_year,True,pedri,2002
Pedro,1987.0,ESP,"FW, MF, MF,FW",3,2,6,"Chelsea, Lazio, Roma","ENG-Premier League, ITA-Serie A","2018-19, 2019-20, 2020-21, 2021-22, 2022-23, 2023-24",65278.0,Pedro,resolved_duplicate_by_nationality_position,True,pedro,1987
Pedro,1997.0,BRA,FW,1,1,1,Fiorentina,ITA-Serie A,2019-20,432895.0,Pedro,exact_name_plus_birth_year,True,pedro,1997
Pedro Alcalá,1989.0,ESP,DF,2,1,2,"Cádiz, Girona",ESP-La Liga,"2018-19, 2020-21",51663.0,Pedro Alcalá,exact_name_plus_birth_year,True,pedro alcalá,1989
Pedro Alemañ,2002.0,ESP,MF,1,1,1,Valencia,ESP-La Liga,2021-22,699771.0,Pedro Alemañ,exact_name_plus_birth_year,True,pedro alemañ,2002
Pedro Benito,2000.0,ESP,FW,1,1,1,Cádiz,ESP-La Liga,2021-22,835794.0,Pedro Benito,exact_name_plus_birth_year,True,pedro benito,2000
Pedro Bigas,1990.0,ESP,DF,2,1,5,"Eibar, Elche",ESP-La Liga,"2018-19, 2019-20, 2020-21, 2021-22, 2022-23",203043.0,Pedro Bigas,exact_name_plus_birth_year,True,pedro bigas,1990
Pedro Brazão,2002.0,POR,MF,1,1,1,Nice,FRA-Ligue 1,2018-19,577590.0,Pedro Brazão,exact_name_plus_birth_year,True,pedro brazão,2002
Pedro Chirivella,1997.0,ESP,MF,1,1,4,Nantes,FRA-Ligue 1,"2020-21, 2021-22, 2022-23, 2023-24",242273.0,Pedro Chirivella,exact_name_plus_birth_year,True,pedro chirivella,1997
Pedro León,1986.0,ESP,"MF, MF,FW",1,1,3,Eibar,ESP-La Liga,"2018-19, 2019-20, 2020-21",51587.0,Pedro León,exact_name_plus_birth_year,True,pedro león,1986
Pedro López Muñoz,1983.0,ESP,"DF,MF",2,1,2,"Huesca, Levante",ESP-La Liga,"2018-19, 2020-21",,,,False,pedro lópez muñoz,1983
Pedro Mendes,1990.0,POR,DF,1,1,5,Montpellier,FRA-Ligue 1,"2018-19, 2019-20, 2020-21, 2021-22, 2022-23",72857.0,Pedro Mendes,exact_name_plus_birth_year,True,pedro mendes,1990
Pedro Mosquera,1988.0,ESP,MF,1,1,1,Huesca,ESP-La Liga,2020-21,44069.0,Pedro Mosquera,exact_name_plus_birth_year,True,pedro mosquera,1988
Pedro Neto,2000.0,POR,"FW,MF, MF,FW",2,2,6,"Lazio, Wolves","ENG-Premier League, ITA-Serie A","2018-19, 2019-20, 2020-21, 2021-22, 2022-23, 2023-24",487465.0,Pedro Neto,exact_name_plus_birth_year,True,pedro neto,2000
Pedro Obiang,1992.0,EQG,MF,2,2,5,"Sassuolo, West Ham United","ENG-Premier League, ITA-Serie A","2018-19, 2019-20, 2020-21, 2022-23, 2023-24",101213.0,Pedro Obiang,exact_name_plus_birth_year,True,pedro obiang,1992
Pedro Ortiz,2000.0,ESP,MF,1,1,2,Sevilla,ESP-La Liga,"2021-22, 2022-23",610238.0,Pedro Ortiz,exact_name_plus_birth_year,True,pedro ortiz,2000
Pedro Pereira,1998.0,POR,"MF, MF,DF",3,1,3,"Crotone, Genoa, Monza",ITA-Serie A,"2018-19, 2020-21, 2023-24",314965.0,Pedro Pereira,exact_name_plus_birth_year,True,pedro pereira,1998
Pedro Porro,1999.0,ESP,"DF, DF,MF, MF, MF,DF",3,2,4,"Girona, Tottenham Hotspur, Valladolid","ENG-Premier League, ESP-La Liga","2018-19, 2019-20, 2022-23, 2023-24",553875.0,Pedro Porro,exact_name_plus_birth_year,True,pedro porro,1999
Pedro Rebocho,1995.0,POR,DF,1,1,1,Guingamp,FRA-Ligue 1,2018-19,197860.0,Pedro Rebocho,exact_name_plus_birth_year,True,pedro rebocho,1995
Pejiño,1996.0,ESP,"MF,FW",1,1,1,Las Palmas,ESP-La Liga,2023-24,534379.0,Pejiño,exact_name_plus_birth_year,True,pejiño,1996
Pelly Ruddock Mpanzu,1993.0,COD,MF,1,1,1,Luton Town,ENG-Premier League,2023-24,,,,False,pelly ruddock mpanzu,1993
Pelé,1991.0,GNB,MF,1,1,1,Monaco,FRA-Ligue 1,2018-19,99189.0,Pelé,exact_name_plus_birth_year,True,pelé,1991
Pep Biel,1996.0,ESP,"FW,MF",1,1,1,Augsburg,GER-Bundesliga,2023-24,263804.0,Pep Biel,exact_name_plus_birth_year,True,pep biel,1996
Pep Chavarría,1998.0,ESP,"DF,MF, MF",1,1,2,Rayo Vallecano,ESP-La Liga,"2022-23, 2023-24",596122.0,Pep Chavarría,exact_name_plus_birth_year,True,pep chavarría,1998
Pepe Blanco,1999.0,ESP,MF,1,1,1,Alavés,ESP-La Liga,2020-21,718035.0,Pepe Blanco,exact_name_plus_birth_year,True,pepe blanco,1999
Pepe Reina,1982.0,ESP,GK,4,3,6,"Aston Villa, Lazio, Milan, Villarreal","ENG-Premier League, ESP-La Liga, ITA-Serie A","2018-19, 2019-20, 2020-21, 2021-22, 2022-23, 2023-24",7825.0,Pepe Reina,exact_name_plus_birth_year,True,pepe reina,1982
Pepe Sánchez,2000.0,ESP,DF,1,1,3,Granada,ESP-La Liga,"2019-20, 2020-21, 2021-22",500191.0,Pepe Sánchez,exact_name_plus_birth_year,True,pepe sánchez,2000
Pepín,1996.0,EQG,MF,2,1,4,"Monza, Parma",ITA-Serie A,"2018-19, 2019-20, 2022-23, 2023-24",,,,False,pepín,1996
Per Ciljan Skjelbred,1987.0,NOR,MF,1,1,2,Hertha BSC,GER-Bundesliga,"2018-19, 2019-20",18918.0,Per Ciljan Skjelbred,exact_name_plus_birth_year,True,per ciljan skjelbred,1987
Percy Prado,1996.0,PER,"DF, MF",1,1,2,Nantes,FRA-Ligue 1,"2018-19, 2019-20",606447.0,Percy Prado,exact_name_plus_birth_year,True,percy prado,1996
Percy Tau,1994.0,RSA,MF,1,1,1,Brighton,ENG-Premier League,2020-21,312239.0,Percy Tau,exact_name_plus_birth_year,True,percy tau,1994
Pere Joan,2002.0,ESP,GK,1,1,4,Mallorca,ESP-La Liga,"2019-20, 2021-22, 2022-23, 2023-24",,,,False,pere joan,2002
Pere Milla,1992.0,ESP,"FW,MF, MF",2,1,4,"Eibar, Elche",ESP-La Liga,"2018-19, 2020-21, 2021-22, 2022-23",225593.0,Pere Milla,exact_name_plus_birth_year,True,pere milla,1992
Pere Pons,1993.0,ESP,MF,2,1,4,"Alavés, Girona",ESP-La Liga,"2018-19, 2019-20, 2020-21, 2021-22",242497.0,Pere Pons,exact_name_plus_birth_year,True,pere pons,1993
Perr Schuurs,1999.0,NED,DF,1,1,2,Torino,ITA-Serie A,"2022-23, 2023-24",418543.0,Perr Schuurs,exact_name_plus_birth_year,True,perr schuurs,1999
Peru Nolaskoain,1998.0,ESP,"DF, DF,MF",1,1,5,Athletic Club,ESP-La Liga,"2018-19, 2020-21, 2021-22, 2022-23, 2023-24",447052.0,Peru Nolaskoain,exact_name_plus_birth_year,True,peru nolaskoain,1998
Pervis Estupiñán,1998.0,ECU,"DF, DF,MF",3,2,5,"Brighton, Osasuna, Villarreal","ENG-Premier League, ESP-La Liga","2019-20, 2020-21, 2021-22, 2022-23, 2023-24",349599.0,Pervis Estupiñán,exact_name_plus_birth_year,True,pervis estupiñán,1998
